timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
2025-06-13 17:30:00,105063.2,105327.38,105028.0,105148.71,148.78956,1749836699999,15648763.76888330,67721,60.52213000,6365209.01215490,0
2025-06-13 17:45:00,105148.71,105425.52,104867.65,105390.94,155.45773,1749837599999,16337659.14083630,50063,70.46391000,7406500.17826560,0
2025-06-13 18:00:00,105390.94,105480.0,105003.16,105045.71,123.42604,1749838499999,12982047.61744940,45025,42.98358000,4521756.51587510,0
2025-06-13 18:15:00,105045.7,105234.31,104860.46,104988.93,148.45703,1749839399999,15592243.92002520,65818,63.50112000,6668897.07651180,0
2025-06-13 18:30:00,104988.94,105001.93,104668.73,104811.98,170.94826,1749840299999,17912707.54194330,58870,70.99594000,7439113.81241660,0
2025-06-13 18:45:00,104811.99,105279.35,104799.99,105193.04,188.20145,1749841199999,19770576.58820660,66783,100.08498000,10512608.75928490,0
2025-06-13 19:00:00,105193.04,105343.87,104988.72,105286.27,111.28983,1749842099999,11705379.93130250,46340,41.67999000,4385158.06901990,0
2025-06-13 19:15:00,105286.28,105436.9,104900.0,105042.97,140.92397,1749842999999,14819017.65669670,56381,57.78338000,6079442.19695010,0
2025-06-13 19:30:00,105042.97,105248.92,104938.55,105094.72,85.40663,1749843899999,8977141.76146330,48802,41.83018000,4396816.85013550,0
2025-06-13 19:45:00,105094.71,105260.0,105022.74,105110.0,119.39433,1749844799999,12549742.93716960,54163,61.53145000,6467863.48522190,0
2025-06-13 20:00:00,105110.01,105327.94,105020.87,105321.99,159.7479,1749845699999,16798156.03335430,63145,103.29704000,10862894.24929420,0
2025-06-13 20:15:00,105322.0,105377.0,105122.84,105306.4,88.56173,1749846599999,9320998.58568890,36374,42.76131000,4501013.79880120,0
2025-06-13 20:30:00,105306.4,105508.34,105198.0,105505.03,78.60219,1749847499999,8281303.00442720,26733,52.81433000,5565135.19197690,0
2025-06-13 20:45:00,105505.03,105505.03,105203.86,105424.0,58.09936,1749848399999,6121226.04446850,26463,25.90488000,2728934.49749990,0
2025-06-13 21:00:00,105424.0,105455.9,105334.47,105420.79,51.4098,1749849299999,5418750.68937750,17870,20.03352000,2111498.65528740,0
2025-06-13 21:15:00,105420.79,105640.85,105326.41,105571.05,83.52401,1749850199999,8812701.13865140,24084,48.88120000,5157193.87097020,0
2025-06-13 21:30:00,105571.05,105661.77,105440.0,105633.32,69.64702,1749851099999,7353150.38013030,22370,26.00994000,2745868.25620390,0
2025-06-13 21:45:00,105633.31,105788.79,105542.15,105612.59,66.05589,1749851999999,6979904.37070570,24434,35.63311000,3765436.82946780,0
2025-06-13 22:00:00,105612.58,105833.51,105612.58,105714.3,61.22785,1749852899999,6474730.31911130,22007,30.49938000,3225102.56500940,0
