timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
2025-06-10 15:00:00,108620.0,109199.99,108331.03,109015.42,1443.70766,1749571199999,157101081.42381870,233231,670.86234000,72995707.35440490,0
2025-06-10 16:00:00,109015.41,109251.41,108690.59,108720.61,536.4776,1749574799999,58468979.62588290,141321,288.96058000,31492535.68805120,0
2025-06-10 17:00:00,108720.61,109064.06,108616.68,108711.37,359.45497,1749578399999,39111984.02815940,100154,180.80778000,19672160.75294010,0
2025-06-10 18:00:00,108711.37,109480.67,108518.86,109282.38,477.70957,1749581999999,52045546.82410260,130138,280.75700000,30590949.12904850,0
2025-06-10 19:00:00,109282.38,110400.0,109282.37,109526.3,1266.2179,1749585599999,139173860.32484710,234055,731.22839000,80382017.80792840,0
2025-06-10 20:00:00,109526.3,110018.07,109239.68,109960.0,609.61756,1749589199999,66778478.96688420,156023,287.40513000,31502760.58784070,0
2025-06-10 21:00:00,109960.01,110000.0,109420.0,109863.07,453.96715,1749592799999,49833841.06282370,131736,235.10395000,25808764.50802670,0
2025-06-10 22:00:00,109863.06,110181.1,109610.4,109727.87,482.13147,1749596399999,52996381.19408980,116796,201.01543000,22102892.67941560,0
2025-06-10 23:00:00,109727.88,110299.73,109600.0,110274.39,620.64617,1749599999999,68238477.62866290,114222,319.38120000,35125328.76470070,0
2025-06-11 00:00:00,110274.39,110274.4,109780.0,109825.54,496.67292,1749603599999,54637381.87197010,117126,184.53058000,20300263.97217310,0
2025-06-11 01:00:00,109825.55,109832.94,109565.1,109605.53,388.64877,1749607199999,42625413.55663240,95946,112.69356000,12359330.71918930,0
2025-06-11 02:00:00,109605.53,109858.22,109533.97,109677.03,257.11312,1749610799999,28192867.74332420,60476,108.88104000,11938958.70061310,0
2025-06-11 03:00:00,109677.03,109858.23,109622.03,109722.95,251.1783,1749614399999,27566937.61412920,58608,115.16903000,12641466.15195700,0
2025-06-11 04:00:00,109722.95,109735.24,109552.68,109562.75,173.09706,1749617999999,18978352.49654190,40354,73.30658000,8037312.80889510,0
2025-06-11 05:00:00,109562.75,109650.59,109430.38,109468.03,198.18742,1749621599999,21705857.26676590,45351,56.65899000,6205545.02034220,0
2025-06-11 06:00:00,109468.04,109679.24,109373.67,109595.01,322.84155,1749625199999,35344260.70727230,54446,117.02693000,12811529.32439120,0
2025-06-11 07:00:00,109595.02,109745.29,109446.73,109446.74,306.34832,1749628799999,33570706.08221450,55571,113.83853000,12476568.91868750,0
2025-06-11 08:00:00,109446.74,109675.69,109446.73,109576.02,413.74462,1749632399999,45328783.64982930,54765,147.74006000,16185361.31870240,0
2025-06-11 09:00:00,109576.03,109603.57,109233.62,109269.83,579.74506,1749635999999,63425605.66351280,52549,187.82461000,20549567.42018730,0
2025-06-11 10:00:00,109269.82,109468.67,109200.0,109373.12,390.96093,1749639599999,42739849.01027250,48061,139.01446000,15196970.69954810,0
2025-06-11 11:00:00,109373.13,109391.75,109193.89,109252.09,249.30459,1749643199999,27242629.34964530,32600,84.88187000,9274585.89999180,0
2025-06-11 12:00:00,109252.1,109927.04,109008.82,109714.87,1297.31517,1749646799999,142146614.29220000,214991,665.48991000,72915528.94431110,0
2025-06-11 13:00:00,109714.87,109900.0,109301.42,109684.0,948.34709,1749650399999,103979087.06635890,212721,571.03502000,62614325.35945080,0
2025-06-11 14:00:00,109684.0,110392.01,109650.94,109866.69,1345.14543,1749653999999,148073586.78527210,252012,728.30850000,80168623.29493210,0
2025-06-11 15:00:00,109866.69,110042.9,109660.72,109735.7,808.45996,1749657599999,88791615.94176480,172124,468.53663000,51460267.34614910,0
2025-06-11 16:00:00,109735.7,109815.84,109341.79,109439.38,689.45368,1749661199999,75509852.96814740,159537,338.97074000,37125986.55947910,0
2025-06-11 17:00:00,109439.38,109768.85,108964.16,108984.72,724.99224,1749664799999,79310138.17060160,123273,342.70956000,37503920.53466410,0
2025-06-11 18:00:00,108984.72,109072.91,108412.01,108807.25,963.32708,1749668399999,104736815.84240120,223067,453.17384000,49274223.70075980,0
2025-06-11 19:00:00,108807.25,108960.0,108576.0,108742.37,459.75917,1749671999999,50002926.77631610,150514,220.85977000,24018289.93278580,0
2025-06-11 20:00:00,108742.37,109001.5,108480.0,108906.44,360.27215,1749675599999,39194511.31649470,82393,163.89904000,17834055.89526980,0
2025-06-11 21:00:00,108906.45,109219.51,108367.94,108508.18,462.92455,1749679199999,50336144.36619690,130197,201.23813000,21877204.48533320,0
2025-06-11 22:00:00,108508.17,108633.38,108064.0,108443.38,692.16947,1749682799999,74980275.81846050,175517,285.17230000,30892496.24846040,0
2025-06-11 23:00:00,108443.38,108691.87,108324.0,108645.12,335.90773,1749686399999,36464425.39430570,54815,150.00899000,16284834.74711350,0
2025-06-12 00:00:00,108645.13,108813.55,108326.55,108705.99,394.62489,1749689999999,42863448.63730730,94866,179.74442000,19524581.48388730,0
2025-06-12 01:00:00,108706.0,108706.0,108258.49,108515.99,531.45564,1749693599999,57616419.34794640,111266,292.09373000,31656698.55881490,0
2025-06-12 02:00:00,108515.99,108759.0,108390.34,108400.52,897.03762,1749697199999,97355977.62606970,115718,615.26275000,66769591.60134100,0
2025-06-12 03:00:00,108400.52,108448.03,107730.0,107860.05,1933.71635,1749700799999,208870903.76066440,176192,595.09663000,64327874.32766170,0
2025-06-12 04:00:00,107860.04,107917.41,107320.0,107765.12,841.46439,1749704399999,90565498.07541800,111109,358.55905000,38584643.96393700,0
2025-06-12 05:00:00,107765.13,107922.43,107593.67,107746.91,355.94523,1749707999999,38359050.21683420,64711,163.38447000,17607115.52627620,0
2025-06-12 06:00:00,107746.91,107993.58,107640.33,107909.02,438.0718,1749711599999,47235233.93616450,54775,243.18571000,26219027.32031910,0
2025-06-12 07:00:00,107909.02,107961.01,107438.65,107633.53,702.19948,1749715199999,75595957.78972320,80453,382.02091000,41122849.59646990,0
2025-06-12 08:00:00,107633.53,107835.83,107440.13,107731.67,406.91931,1749718799999,43810126.00145500,91272,207.47789000,22342566.66848880,0
2025-06-12 09:00:00,107731.67,107771.55,107488.95,107507.35,309.4496,1749722399999,33303591.73715520,68833,145.69434000,15680628.32801070,0
